Entry	yourlist:M20180311A7434721E10EE6586998A056CCD0537E49A32AY	Entry name	Gene ontology IDs	Status	Protein names	Gene names	Organism	Length	isomap:M20180311A7434721E10EE6586998A056CCD0537E49A32AY	yourlist:M201803118A530B6CA0138AFAA6D2B97CE8C2A9240BFF3DO	Annotation
A0A0B4K812	AE013599	A0A0B4K812_DROME	GO:0000132; GO:0005737; GO:0005815; GO:0005874; GO:0005875; GO:0016787; GO:0051301; GO:0070840	unreviewed	Lissencephaly-1 homolog	Lis-1 CG8440 Dmel_CG8440	Drosophila melanogaster (Fruit fly)	411		AE013599	3 out of 5
A0A0B4K814	AE013599	A0A0B4K814_DROME	GO:0001518; GO:0005244; GO:0005248; GO:0034765	unreviewed	Sodium channel protein	NaCP60E CG34405 Dmel_CG34405	Drosophila melanogaster (Fruit fly)	2806		AE013599	2 out of 5
A0A0B4K816	AE013599	A0A0B4K816_DROME	GO:0016021	unreviewed	Uncharacterized protein, isoform A (Uncharacterized protein, isoform B)	CG43187 Dmel_CG43187	Drosophila melanogaster (Fruit fly)	145		AE013599	1 out of 5
A0A0B4K819	AE013599	A0A0B4K819_DROME	GO:0003756; GO:0005623; GO:0045454	unreviewed	Lethal (2) 01289, isoform L (EC 5.3.4.1)	l(2)01289 CG9432 Dmel_CG9432	Drosophila melanogaster (Fruit fly)	871		AE013599	1 out of 5
A0A0B4K822	AE013599	A0A0B4K822_DROME	GO:0003779; GO:0005543; GO:0007009; GO:0007298; GO:0008354; GO:0017124; GO:0042803; GO:0043234; GO:0046847; GO:0048261	unreviewed	Missing-in-metastasis, isoform H	mim CG33558 Dmel_CG33558	Drosophila melanogaster (Fruit fly)	1136		AE013599	3 out of 5
A0A0B4K823	AE013599	A0A0B4K823_DROME	GO:0003823; GO:0005887; GO:0006909; GO:0007411; GO:0007413; GO:0007419; GO:0007422; GO:0008046; GO:0016319; GO:0021551; GO:0030424; GO:0030425; GO:0032490; GO:0042802; GO:0042803; GO:0043005; GO:0043025; GO:0048666; GO:0048814; GO:0048846; GO:0050770; GO:0050976; GO:0070593	unreviewed	Down syndrome cell adhesion molecule 1, isoform BX (Fragment)	Dscam1 CG17800 Dmel_CG17800	Drosophila melanogaster (Fruit fly)	2038		AE013599	5 out of 5
A0A0B4K824	AE013599	A0A0B4K824_DROME	GO:0003823; GO:0005887; GO:0006909; GO:0007411; GO:0007413; GO:0007419; GO:0007422; GO:0008046; GO:0016319; GO:0021551; GO:0030424; GO:0030425; GO:0032490; GO:0042802; GO:0042803; GO:0043005; GO:0043025; GO:0048666; GO:0048814; GO:0048846; GO:0050770; GO:0050976; GO:0070593	unreviewed	Down syndrome cell adhesion molecule 1, isoform CC (Fragment)	Dscam1 CG17800 Dmel_CG17800	Drosophila melanogaster (Fruit fly)	2035		AE013599	5 out of 5
A0A0B4K825	AE013599	A0A0B4K825_DROME		unreviewed	Uncharacterized protein	CG43106 Dmel_CG43106	Drosophila melanogaster (Fruit fly)	258		AE013599	1 out of 5
A0A0B4K827	AE013599	A0A0B4K827_DROME	GO:0003823; GO:0005887; GO:0006909; GO:0007411; GO:0007413; GO:0007419; GO:0007422; GO:0008046; GO:0016319; GO:0021551; GO:0030424; GO:0030425; GO:0032490; GO:0042802; GO:0042803; GO:0043005; GO:0043025; GO:0048666; GO:0048814; GO:0048846; GO:0050770; GO:0050976; GO:0070593	unreviewed	Down syndrome cell adhesion molecule 1, isoform BM	Dscam1 CG17800 Dmel_CG17800	Drosophila melanogaster (Fruit fly)	2028		AE013599	5 out of 5
A0A0B4K828	AE013599	A0A0B4K828_DROME	GO:0003823; GO:0005887; GO:0006909; GO:0007411; GO:0007413; GO:0007419; GO:0007422; GO:0008046; GO:0016319; GO:0021551; GO:0030424; GO:0030425; GO:0032490; GO:0042802; GO:0042803; GO:0043005; GO:0043025; GO:0048666; GO:0048814; GO:0048846; GO:0050770; GO:0050976; GO:0070593	unreviewed	Down syndrome cell adhesion molecule 1, isoform BR	Dscam1 CG17800 Dmel_CG17800	Drosophila melanogaster (Fruit fly)	2032		AE013599	5 out of 5
A0A0B4K829	AE013599	A0A0B4K829_DROME		unreviewed	Uncharacterized protein	CG43327 Dmel_CG43327	Drosophila melanogaster (Fruit fly)	149		AE013599	1 out of 5
A0A0B4K830	AE013599	A0A0B4K830_DROME		unreviewed	Uncharacterized protein	CG43123 Dmel_CG43123	Drosophila melanogaster (Fruit fly)	282		AE013599	1 out of 5
A0A0B4K833	AE013599	A0A0B4K833_DROME	GO:0004721; GO:0005509	unreviewed	Calcineurin B2, isoform B (EC 3.1.3.16)	CanB2 CG11217 Dmel_CG11217	Drosophila melanogaster (Fruit fly)	170		AE013599	1 out of 5
A0A0B4K835	AE013599	A0A0B4K835_DROME	GO:0046872	unreviewed	Mbl, isoform K	mbl CG33197 Dmel_CG33197	Drosophila melanogaster (Fruit fly)	803		AE013599	1 out of 5
A0A0B4K836	AE013599	A0A0B4K836_DROME		unreviewed	Uncharacterized protein	CG43296 Dmel_CG43296	Drosophila melanogaster (Fruit fly)	115		AE013599	1 out of 5
A0A0B4K837	AE013599	A0A0B4K837_DROME	GO:0005219; GO:0005623; GO:0016021	unreviewed	Ryanodine receptor, isoform E	RyR CG10844 Dmel_CG10844	Drosophila melanogaster (Fruit fly)	5117		AE013599	1 out of 5
A0A0B4K838	AE013599	A0A0B4K838_DROME	GO:0004871; GO:0005834; GO:0007186	unreviewed	Guanine nucleotide-binding protein subunit gamma	CG43324 Dmel_CG43324	Drosophila melanogaster (Fruit fly)	66		AE013599	2 out of 5
A0A0B4K840	AE013599	A0A0B4K840_DROME	GO:0006897; GO:0017112; GO:0030136; GO:0032483	unreviewed	Uncharacterized protein, isoform E (Uncharacterized protein, isoform H)	CG18659 Dmel_CG18659	Drosophila melanogaster (Fruit fly)	435		AE013599	1 out of 5
A0A0B4K841	AE013599	A0A0B4K841_DROME	GO:0051018; GO:0060828	unreviewed	GEO08543p1	CG14505 Dmel_CG14505	Drosophila melanogaster (Fruit fly)	119		AE013599	1 out of 5
A0A0B4K843	AE013599	A0A0B4K843_DROME	GO:0007268; GO:0007269; GO:0007274; GO:0007614; GO:0007615; GO:0008344; GO:0031594; GO:0048167; GO:0048786; GO:0048788; GO:0048789; GO:0048790	unreviewed	Bruchpilot, isoform I	brp CG42344 Dmel_CG42344	Drosophila melanogaster (Fruit fly)	1397		AE013599	4 out of 5
A0A0B4K848	AE013599	A0A0B4K848_DROME		unreviewed	Uncharacterized protein	CG43200 Dmel_CG43200	Drosophila melanogaster (Fruit fly)	21		AE013599	1 out of 5
A0A0B4K849	AE013599	A0A0B4K849_DROME		unreviewed	Hu li tai shao, isoform O (Hu li tai shao, isoform S)	hts CG43443 Dmel_CG43443	Drosophila melanogaster (Fruit fly)	716		AE013599	1 out of 5
A0A0B4K851	AE013599	A0A0B4K851_DROME		unreviewed	Ran-binding protein M, isoform E	RanBPM CG42236 Dmel_CG42236	Drosophila melanogaster (Fruit fly)	961		AE013599	1 out of 5
A0A0B4K852	AE013599	A0A0B4K852_DROME	GO:0003729; GO:0005654; GO:0006397; GO:0007411; GO:0008340; GO:0008343	unreviewed	Smooth, isoform M	sm CG9218 Dmel_CG9218	Drosophila melanogaster (Fruit fly)	497		AE013599	2 out of 5
A0A0B4K857	AE013599	A0A0B4K857_DROME		unreviewed	Uncharacterized protein	CG42878 Dmel_CG42878	Drosophila melanogaster (Fruit fly)	58		AE013599	1 out of 5
A0A0B4K859	AE013599	A0A0B4K859_DROME	GO:0006405; GO:0006606; GO:0006999; GO:0017056; GO:0044611	unreviewed	CG8771, isoform C	Nup188 CG8771 Dmel_CG8771	Drosophila melanogaster (Fruit fly)	1866		AE013599	1 out of 5
A0A0B4K862	AE013599	A0A0B4K862_DROME	GO:0007411; GO:0016021	unreviewed	Syndecan	Sdc CG10497 Dmel_CG10497	Drosophila melanogaster (Fruit fly)	75		AE013599	2 out of 5
A0A0B4K863	AE013599	A0A0B4K863_DROME	GO:0005815	unreviewed	Centrosomin, isoform L	cnn CG4832 Dmel_CG4832	Drosophila melanogaster (Fruit fly)	1378		AE013599	1 out of 5
A0A0B4K864	AE013599	A0A0B4K864_DROME	GO:0000138; GO:0000785; GO:0005737; GO:0005794; GO:0005819; GO:0007098; GO:0017137; GO:0030306; GO:0042803; GO:0048193; GO:0048471	unreviewed	Centrosomin's beautiful sister, isoform C	cbs CG4840 Dmel_CG4840	Drosophila melanogaster (Fruit fly)	601		AE013599	3 out of 5
A0A0B4K866	AE013599	A0A0B4K866_DROME	GO:0005245; GO:0006816; GO:0007274; GO:0007528; GO:0045202; GO:0045886; GO:0048488; GO:0048786; GO:0050965; GO:0097352	unreviewed	Straightjacket, isoform C	stj CG12295 Dmel_CG12295	Drosophila melanogaster (Fruit fly)	1271		AE013599	3 out of 5
A0A0B4K867	AE013599	A0A0B4K867_DROME	GO:0000226; GO:0000235; GO:0001578; GO:0003779; GO:0005509; GO:0005737; GO:0005856; GO:0005874; GO:0005912; GO:0005927; GO:0007017; GO:0007026; GO:0007409; GO:0007423; GO:0007424; GO:0007475; GO:0008017; GO:0008092; GO:0016199; GO:0016203; GO:0016204; GO:0016319; GO:0030036; GO:0030175; GO:0030426; GO:0030516; GO:0030716; GO:0035147; GO:0035149; GO:0035371; GO:0044295; GO:0045169; GO:0045773; GO:0048813; GO:0051491	unreviewed	Short stop, isoform Y	shot CG18076 Dmel_CG18076	Drosophila melanogaster (Fruit fly)	5463		AE013599	5 out of 5
A0A0B4K868	AE013599	A0A0B4K868_DROME		unreviewed	Ventrally-expressed protein D, isoform B (Ventrally-expressed protein D, isoform C)	VepD CG33200 Dmel_CG33200	Drosophila melanogaster (Fruit fly)	81		AE013599	1 out of 5
A0A0B4K869	AE013599	A0A0B4K869_DROME	GO:0000226; GO:0000235; GO:0001578; GO:0003779; GO:0005509; GO:0005737; GO:0005856; GO:0005874; GO:0005912; GO:0005927; GO:0007017; GO:0007026; GO:0007409; GO:0007423; GO:0007424; GO:0007475; GO:0008017; GO:0008092; GO:0016199; GO:0016203; GO:0016204; GO:0016319; GO:0030036; GO:0030175; GO:0030426; GO:0030516; GO:0030716; GO:0035147; GO:0035149; GO:0035371; GO:0044295; GO:0045169; GO:0045773; GO:0048813; GO:0051491	unreviewed	Short stop, isoform AD (Short stop, isoform X)	shot CG18076 Dmel_CG18076	Drosophila melanogaster (Fruit fly)	5434		AE013599	5 out of 5
A0A0B4K870	AE013599	A0A0B4K870_DROME	GO:0016021	unreviewed	Uncharacterized protein, isoform A (Uncharacterized protein, isoform B)	CG43326 Dmel_CG43326	Drosophila melanogaster (Fruit fly)	123		AE013599	1 out of 5
A0A0B4K875	AE013599	A0A0B4K875_DROME	GO:0004252	unreviewed	Uncharacterized protein, isoform D (EC 3.4.21.-)	CG30187 Dmel_CG30187	Drosophila melanogaster (Fruit fly)	451		AE013599	1 out of 5
A0A0B4K876	AE013599	A0A0B4K876_DROME	GO:0003676	unreviewed	Charlatan, isoform H	chn CG11798 Dmel_CG11798	Drosophila melanogaster (Fruit fly)	1217		AE013599	1 out of 5
A0A0B4K877	AE013599	A0A0B4K877_DROME		unreviewed	Uncharacterized protein	CG43209 Dmel_CG43209	Drosophila melanogaster (Fruit fly)	106		AE013599	1 out of 5
A0A0B4K878	AE013599	A0A0B4K878_DROME		unreviewed	Uncharacterized protein, isoform G	CG12963 Dmel_CG12963	Drosophila melanogaster (Fruit fly)	213		AE013599	1 out of 5
A0A0B4K880	AE013599	A0A0B4K880_DROME	GO:0003723	unreviewed	Fusilli, isoform H	fus CG8205 Dmel_CG8205	Drosophila melanogaster (Fruit fly)	526		AE013599	1 out of 5
A0A0B4K882	AE013599	A0A0B4K882_DROME	GO:0016811	unreviewed	Tungus, isoform B (Tungus, isoform C) (Tungus, isoform D) (EC 3.5.1.-)	tun CG8253 Dmel_CG8253	Drosophila melanogaster (Fruit fly)	205		AE013599	1 out of 5
A0A0B4K883	AE013599	A0A0B4K883_DROME	GO:0003723	unreviewed	Painting of fourth, isoform C	Pof CG3691 Dmel_CG3691	Drosophila melanogaster (Fruit fly)	495		AE013599	1 out of 5
A0A0B4K884	AE013599	A0A0B4K884_DROME	GO:0004597; GO:0012505; GO:0016021	unreviewed	Aspartyl beta-hydroxylase, isoform I (EC 1.14.11.16)	Asph CG8421 Dmel_CG8421	Drosophila melanogaster (Fruit fly)	575		AE013599	1 out of 5
A0A0B4K885	AE013599	A0A0B4K885_DROME	GO:0070530	unreviewed	Kenny, isoform B	key CG16910 Dmel_CG16910	Drosophila melanogaster (Fruit fly)	389		AE013599	1 out of 5
A0A0B4K887	AE013599	A0A0B4K887_DROME	GO:0001518; GO:0005244; GO:0005248; GO:0034765	unreviewed	Sodium channel protein	NaCP60E CG34405 Dmel_CG34405	Drosophila melanogaster (Fruit fly)	2833		AE013599	2 out of 5
A0A0B4K889	AE013599	A0A0B4K889_DROME	GO:0016021; GO:0055085	unreviewed	CG5348, isoform C	CG5348 Dmel_CG5348	Drosophila melanogaster (Fruit fly)	235		AE013599	1 out of 5
A0A0B4K890	AE013599	A0A0B4K890_DROME		unreviewed	CG2811, isoform B	CG2811 Dmel_CG2811	Drosophila melanogaster (Fruit fly)	157		AE013599	1 out of 5
A0A0B4K891	AE013599	A0A0B4K891_DROME	GO:0003723	unreviewed	CG8963, isoform E	CG8963 Dmel_CG8963	Drosophila melanogaster (Fruit fly)	520		AE013599	1 out of 5
A0A0B4K892	AE013599	A0A0B4K892_DROME		unreviewed	Uncharacterized protein, isoform C	CG34038 Dmel_CG34038	Drosophila melanogaster (Fruit fly)	237		AE013599	1 out of 5
A0A0B4K894	AE013599	A0A0B4K894_DROME		unreviewed	Uncharacterized protein	CG43108 Dmel_CG43108	Drosophila melanogaster (Fruit fly)	133		AE013599	1 out of 5
A0A0B4K897	AE013599	A0A0B4K897_DROME		unreviewed	CG5174, isoform O	CG5174 Dmel_CG5174	Drosophila melanogaster (Fruit fly)	369		AE013599	1 out of 5
A0A0B4K8A1	AE013599	A0A0B4K8A1_DROME	GO:0003729; GO:0005654; GO:0006397; GO:0007411; GO:0008340; GO:0008343	unreviewed	Smooth, isoform U	sm CG9218 Dmel_CG9218	Drosophila melanogaster (Fruit fly)	515		AE013599	2 out of 5
A0A0B4K8A2	AE013599	A0A0B4K8A2_DROME	GO:0003729; GO:0005654; GO:0006397; GO:0007411; GO:0008340; GO:0008343	unreviewed	Smooth, isoform AA	sm CG9218 Dmel_CG9218	Drosophila melanogaster (Fruit fly)	508		AE013599	2 out of 5
A0A0B4K8A3	AE013599	A0A0B4K8A3_DROME	GO:0016021	unreviewed	Uncharacterized protein, isoform B	CG43195 Dmel_CG43195	Drosophila melanogaster (Fruit fly)	129		AE013599	1 out of 5
A0A0B4K8A4	AE013599	A0A0B4K8A4_DROME		unreviewed	Uncharacterized protein, isoform A	CG43308 Dmel_CG43308	Drosophila melanogaster (Fruit fly)	101		AE013599	1 out of 5
A0A0B4K8A5	AE013599	A0A0B4K8A5_DROME	GO:0016567	unreviewed	Mahjong, isoform B	mahj CG10080 Dmel_CG10080	Drosophila melanogaster (Fruit fly)	1544		AE013599	1 out of 5
A0A0B4K8A6	AE013599	A0A0B4K8A6_DROME	GO:0004888; GO:0005230; GO:0016021	unreviewed	NtR, isoform B	NtR CG6698 Dmel_CG6698	Drosophila melanogaster (Fruit fly)	578		AE013599	1 out of 5
A0A0B4K8A7	AE013599	A0A0B4K8A7_DROME		unreviewed	CG4294, isoform C	CG4294 Dmel_CG4294	Drosophila melanogaster (Fruit fly)	1331		AE013599	1 out of 5
A0A0B4K8A8	AE013599	A0A0B4K8A8_DROME		unreviewed	CG4250, isoform B	CG4250 Dmel_CG4250	Drosophila melanogaster (Fruit fly)	134		AE013599	1 out of 5
A0A0B4K8B1	AE013599	A0A0B4K8B1_DROME	GO:0005576; GO:0052689	unreviewed	Uncharacterized protein, isoform C (EC 3.1.1.-) (EC 3.1.1.1)	CG13562 Dmel_CG13562	Drosophila melanogaster (Fruit fly)	342		AE013599	2 out of 5
A0A0B4K8B2	AE013599	A0A0B4K8B2_DROME	GO:0003723; GO:0004730; GO:0006396; GO:0009982	unreviewed	Nucleolar protein at 60B, isoform G (EC 4.2.1.70) (EC 5.4.99.12)	Nop60B CG3333 Dmel_CG3333	Drosophila melanogaster (Fruit fly)	227		AE013599	1 out of 5
A0A0B4K8B5	AE013599	A0A0B4K8B5_DROME	GO:0001518; GO:0005244; GO:0005248; GO:0034765	unreviewed	Sodium channel protein	NaCP60E CG34405 Dmel_CG34405	Drosophila melanogaster (Fruit fly)	2712		AE013599	2 out of 5
A0A0B4K8B7	AE013599	A0A0B4K8B7_DROME	GO:0016021	unreviewed	Goliath, isoform E	gol CG2679 Dmel_CG2679	Drosophila melanogaster (Fruit fly)	461		AE013599	1 out of 5
A0A0B4KEC2	AE013599	A0A0B4KEC2_DROME	GO:0005096; GO:0005783; GO:0016021; GO:0043087	unreviewed	Uncharacterized protein, isoform C	CG17883 Dmel_CG17883	Drosophila melanogaster (Fruit fly)	376		AE013599	1 out of 5
A0A0B4KEC3	AE013599	A0A0B4KEC3_DROME	GO:0008270	unreviewed	D4, isoform D	d4 CG2682 Dmel_CG2682	Drosophila melanogaster (Fruit fly)	496		AE013599	1 out of 5
A0A0B4KEC6	AE013599	A0A0B4KEC6_DROME	GO:0004872; GO:0005886; GO:0030659	unreviewed	Patched-related, isoform E	Ptr CG11212 Dmel_CG11212	Drosophila melanogaster (Fruit fly)	94		AE013599	1 out of 5
A0A0B4KED0	AE013599	A0A0B4KED0_DROME	GO:0003735; GO:0005840; GO:0006412	unreviewed	GEO09618p1 (Ribosomal protein L38, isoform B)	RpL38 CG18001 Dmel_CG18001	Drosophila melanogaster (Fruit fly)	70		AE013599	1 out of 5
A0A0B4KED2	AE013599	A0A0B4KED2_DROME		unreviewed	Uncharacterized protein, isoform B	CG44102 Dmel_CG44102	Drosophila melanogaster (Fruit fly)	293		AE013599	1 out of 5
A0A0B4KED3	AE013599	A0A0B4KED3_DROME	GO:0003779; GO:0005543; GO:0007009; GO:0007298; GO:0008354; GO:0017124; GO:0042803; GO:0043234; GO:0046847; GO:0048261	unreviewed	Missing-in-metastasis, isoform M	mim CG33558 Dmel_CG33558	Drosophila melanogaster (Fruit fly)	1299		AE013599	3 out of 5
A0A0B4KED5	AE013599	A0A0B4KED5_DROME	GO:0016021	unreviewed	Uncharacterized protein	CG43647 Dmel_CG43647	Drosophila melanogaster (Fruit fly)	146		AE013599	1 out of 5
A0A0B4KED6	AE013599	A0A0B4KED6_DROME	GO:0007606; GO:0008039; GO:0050808	unreviewed	Defective proboscis extension response 12, isoform D	dpr12 CG34385 Dmel_CG34385	Drosophila melanogaster (Fruit fly)	321		AE013599	1 out of 5
A0A0B4KED7	AE013599	A0A0B4KED7_DROME	GO:0008270	unreviewed	Espinas, isoform C	esn CG43722 Dmel_CG43722	Drosophila melanogaster (Fruit fly)	1134		AE013599	1 out of 5
A0A0B4KED8	AE013599	A0A0B4KED8_DROME	GO:0004872; GO:0005886; GO:0030659	unreviewed	Patched-related, isoform D	Ptr CG11212 Dmel_CG11212	Drosophila melanogaster (Fruit fly)	94		AE013599	1 out of 5
A0A0B4KED9	AE013599	A0A0B4KED9_DROME	GO:0003777; GO:0005524; GO:0007018; GO:0008017	unreviewed	Costa, isoform B	cos CG1708 Dmel_CG1708	Drosophila melanogaster (Fruit fly)	1201		AE013599	2 out of 5
A0A0B4KEE1	AE013599	A0A0B4KEE1_DROME	GO:0004030; GO:0006081; GO:0016021	unreviewed	Aldehyde dehydrogenase	Aldh-III CG11140 Dmel_CG11140	Drosophila melanogaster (Fruit fly)	497		AE013599	2 out of 5
A0A0B4KEE4	AE013599	A0A0B4KEE4_DROME	GO:0000724; GO:0005635; GO:0006998; GO:0007097; GO:0016021; GO:0034399; GO:0043495; GO:0048471; GO:0051647	unreviewed	Klaroid, isoform A (Klaroid, isoform C)	koi CG44154 Dmel_CG44154	Drosophila melanogaster (Fruit fly)	965		AE013599	3 out of 5
A0A0B4KEE5	AE013599	A0A0B4KEE5_DROME		unreviewed	Uncharacterized protein, isoform Q	CG43340 Dmel_CG43340	Drosophila melanogaster (Fruit fly)	2544		AE013599	1 out of 5
A0A0B4KEE7	AE013599	A0A0B4KEE7_DROME	GO:0005927; GO:0006955; GO:0017085; GO:0050777; GO:0060271; GO:1901223	unreviewed	Leucine-rich repeat, isoform F	LRR CG1399 Dmel_CG1399	Drosophila melanogaster (Fruit fly)	1486		AE013599	2 out of 5
A0A0B4KEE8	AE013599	A0A0B4KEE8_DROME	GO:0003779; GO:0005543; GO:0007009; GO:0007298; GO:0008354; GO:0017124; GO:0042803; GO:0043234; GO:0046847; GO:0048261	unreviewed	Missing-in-metastasis, isoform L	mim CG33558 Dmel_CG33558	Drosophila melanogaster (Fruit fly)	1802		AE013599	3 out of 5
A0A0B4KEE9	AE013599	A0A0B4KEE9_DROME	GO:0003677; GO:0005634	unreviewed	Optix, isoform C	Optix CG18455 Dmel_CG18455	Drosophila melanogaster (Fruit fly)	492		AE013599	1 out of 5
A0A0B4KEF0	AE013599	A0A0B4KEF0_DROME	GO:0016021	unreviewed	Uncharacterized protein	CG43646 Dmel_CG43646	Drosophila melanogaster (Fruit fly)	147		AE013599	1 out of 5
A0A0B4KEF1	AE013599	A0A0B4KEF1_DROME	GO:0008643; GO:0016021; GO:0022857	unreviewed	Sugar transporter 3, isoform B	sut3 CG17976 Dmel_CG17976	Drosophila melanogaster (Fruit fly)	439		AE013599	1 out of 5
A0A0B4KEF3	AE013599	A0A0B4KEF3_DROME	GO:0042302	unreviewed	GEO07188p1 (Larval cuticle protein 3, isoform B)	Lcp3 CG2043 Dmel_CG2043	Drosophila melanogaster (Fruit fly)	112		AE013599	1 out of 5
A0A0B4KEF4	AE013599	A0A0B4KEF4_DROME	GO:0003823; GO:0005887; GO:0006909; GO:0007411; GO:0007413; GO:0007419; GO:0007422; GO:0008046; GO:0016319; GO:0021551; GO:0030424; GO:0030425; GO:0032490; GO:0042802; GO:0042803; GO:0043005; GO:0043025; GO:0048666; GO:0048814; GO:0048846; GO:0050770; GO:0050976; GO:0070593	unreviewed	Down syndrome cell adhesion molecule 1, isoform CD	Dscam1 CG17800 Dmel_CG17800	Drosophila melanogaster (Fruit fly)	1947		AE013599	5 out of 5
A0A0B4KEF5	AE013599	A0A0B4KEF5_DROME	GO:0016021; GO:0030246	unreviewed	Calcium-independent receptor for alpha-latrotoxin, isoform J	Cirl CG8639 Dmel_CG8639	Drosophila melanogaster (Fruit fly)	1000		AE013599	1 out of 5
A0A0B4KEF7	AE013599	A0A0B4KEF7_DROME		unreviewed	Uncharacterized protein, isoform C	CG13742 Dmel_CG13742	Drosophila melanogaster (Fruit fly)	729		AE013599	1 out of 5
A0A0B4KEG0	AE013599	A0A0B4KEG0_DROME	GO:0003951; GO:0005524; GO:0005739; GO:0006741; GO:0019674; GO:0042803	unreviewed	NAD kinase 2, mitochondrial (EC 2.7.1.23) (NAD kinase domain-containing protein 1, mitochondrial)	CG8080 Dmel_CG8080	Drosophila melanogaster (Fruit fly)	413		AE013599	2 out of 5
A0A0B4KEG2	AE013599	A0A0B4KEG2_DROME	GO:0005524; GO:0016021; GO:0042626	unreviewed	Lethal (2) 03659, isoform C (EC 3.6.1.3)	l(2)03659 CG8799 Dmel_CG8799	Drosophila melanogaster (Fruit fly)	1374		AE013599	1 out of 5
A0A0B4KEG4	AE013599	A0A0B4KEG4_DROME	GO:0003951; GO:0004143; GO:0005509; GO:0005524; GO:0005622; GO:0007205; GO:0035556	unreviewed	Diacylglycerol kinase (DAG kinase) (EC 2.7.1.107)	Dgk CG34361 Dmel_CG34361	Drosophila melanogaster (Fruit fly)	1139		AE013599	2 out of 5
A0A0B4KEG7	AE013599	A0A0B4KEG7_DROME	GO:0042302	unreviewed	Larval cuticle protein 2, isoform B	Lcp2 CG8697 Dmel_CG8697	Drosophila melanogaster (Fruit fly)	126		AE013599	1 out of 5
A0A0B4KEG9	AE013599	A0A0B4KEG9_DROME	GO:0004888; GO:0007166; GO:0016021; GO:0030246	unreviewed	Calcium-independent receptor for alpha-latrotoxin, isoform I	Cirl CG8639 Dmel_CG8639	Drosophila melanogaster (Fruit fly)	1711		AE013599	1 out of 5
A0A0B4KEH0	AE013599	A0A0B4KEH0_DROME	GO:0019904	unreviewed	14-3-3zeta, isoform K (14-3-3zeta, isoform L)	14-3-3zeta CG17870 Dmel_CG17870	Drosophila melanogaster (Fruit fly)	248		AE013599	1 out of 5
A0A0B4KEH1	AE013599	A0A0B4KEH1_DROME	GO:0016021; GO:0016567; GO:0019005; GO:0031146	unreviewed	CG8272, isoform B	CG8272 Dmel_CG8272	Drosophila melanogaster (Fruit fly)	710		AE013599	1 out of 5
A0A0B4KEH2	AE013599	A0A0B4KEH2_DROME	GO:0001700; GO:0002027; GO:0005249; GO:0006813; GO:0008076; GO:0016021; GO:0022843; GO:0060048	unreviewed	KCNQ potassium channel, isoform I	KCNQ CG33135 Dmel_CG33135	Drosophila melanogaster (Fruit fly)	839		AE013599	3 out of 5
A0A0B4KEH3	AE013599	A0A0B4KEH3_DROME	GO:0003951; GO:0005524; GO:0005739; GO:0006741; GO:0019674; GO:0042803	unreviewed	NAD kinase 2, mitochondrial (EC 2.7.1.23) (NAD kinase domain-containing protein 1, mitochondrial)	CG8080 Dmel_CG8080	Drosophila melanogaster (Fruit fly)	409		AE013599	2 out of 5
A0A0B4KEH7	AE013599	A0A0B4KEH7_DROME	GO:0007015; GO:0007605; GO:0016203; GO:0050954	unreviewed	CAP, isoform Y	CAP CG18408 Dmel_CG18408	Drosophila melanogaster (Fruit fly)	2409		AE013599	2 out of 5
A0A0B4KEH8	AE013599	A0A0B4KEH8_DROME	GO:0005096; GO:0005783; GO:0016021; GO:0043087	unreviewed	Uncharacterized protein, isoform D	CG17883 Dmel_CG17883	Drosophila melanogaster (Fruit fly)	371		AE013599	1 out of 5
A0A0B4KEI0	AE013599	A0A0B4KEI0_DROME	GO:0004129; GO:0005751; GO:0006123; GO:0016021	unreviewed	Cytochrome c oxidase subunit 4-like, isoform B (EC 1.9.3.1)	COX4L CG10396 Dmel_CG10396	Drosophila melanogaster (Fruit fly)	162		AE013599	1 out of 5
A0A0B4KEI1	AE013599	A0A0B4KEI1_DROME	GO:0016021; GO:0055070	unreviewed	Uncharacterized protein, isoform C	CG11825 Dmel_CG11825	Drosophila melanogaster (Fruit fly)	136		AE013599	1 out of 5
A0A0B4KEI3	AE013599	A0A0B4KEI3_DROME	GO:0006869	unreviewed	Oxysterol-binding protein	CG1513 Dmel_CG1513	Drosophila melanogaster (Fruit fly)	469		AE013599	1 out of 5
A0A0B4KEI4	AE013599	A0A0B4KEI4_DROME	GO:0003676	unreviewed	Pre-lola-G, isoform C (Pre-lola-G, isoform D) (Fragment)	pre-lola-G CG44025 Dmel_CG44025	Drosophila melanogaster (Fruit fly)	436		AE013599	1 out of 5
A0A0B4KEI5	AE013599	A0A0B4KEI5_DROME		unreviewed	Ars2, isoform E	Ars2 CG7843 Dmel_CG7843	Drosophila melanogaster (Fruit fly)	935		AE013599	1 out of 5
A0A0B4KEI6	AE013599	A0A0B4KEI6_DROME	GO:0003677; GO:0003700	unreviewed	Jun-related antigen, isoform C	Jra CG2275 Dmel_CG2275	Drosophila melanogaster (Fruit fly)	372		AE013599	1 out of 5
A0A0B4KEI8	AE013599	A0A0B4KEI8_DROME	GO:0003677; GO:0005634; GO:0008270	unreviewed	Uncharacterized protein, isoform C	CG30020 Dmel_CG30020	Drosophila melanogaster (Fruit fly)	1270		AE013599	1 out of 5
